"etf_tck_cd","tck_iem_cd","mkt_vlu","fc_sec_eng_nm","fc_sec_krl_nm","stk_qty","wht_pct","sec_tp"
GPIQ,"4QQQ  240906C00460000",-238483,CALL/QQQ-CU FLEX EURO PM 460 EXP 09/06/2024,-,-290,0.136,-
GPIQ,WBD,236665,Warner Bros Discovery Inc,워너브러스 디스커버리,33713,0.135,ST
GPIQ,MDB,230493,MongoDB Inc,몽고디비,983,0.132,ST
GPIQ,"4QQQ  240830C00470000",-211819,CALL/QQQ-CU FLEX EURO PM 470 EXP 08/30/2024,-,-581,0.121,-
GPIQ,ARM,194698,ARM Holdings PLC,ARM,1644,0.111,ST
GPIQ,"4QQQ  240823C00465000",-82332,CALL/QQQ-CU FLEX EURO PM 465 EXP 08/23/2024,-,-250,0.047,-
GPIQ,USD,-57924,USD U.S. DOLLAR,프로셰어즈 울트라 반도체,0,0.033,EF
GPIQ,"4QQQ  240823C00480000",-8155,CALL/QQQ-CU FLEX EURO PM 480 EXP 08/23/2024,-,-91,0.005,-
GPIQ,"4QQQ  240816C00500000",-1119,CALL/QQQ-CU FLEX EURO PM 500 EXP 08/16/2024,-,-465,0.001,-
GPIQ,AAPL,17298801,Apple Inc,애플,81097,9.879,ST
GPIQ,MSFT,15830951,Microsoft Corp,마이크로소프트,39313,9.041,ST
GPIQ,NVDA,13654707,NVIDIA Corp,엔비디아,130082,7.798,ST
GPIQ,META,9394519,Meta Platforms Inc,메타,18434,5.365,ST
GPIQ,AVGO,9224176,Broadcom Inc,브로드컴,63292,5.268,ST
GPIQ,AMZN,9121155,Amazon.com Inc,아마존,55013,5.209,ST
GPIQ,COST,5084427,Costco Wholesale Corp,코스트코,6057,2.904,ST
GPIQ,TSLA,5070221,Tesla Inc,테슬라,25499,2.896,ST
GPIQ,NFLX,3723477,Netflix Inc,넷플릭스,5907,2.126,ST
GPIQ,PEP,3237280,PepsiCo Inc,펩시,18781,1.849,ST
GPIQ,TMUS,3096017,T-Mobile US Inc,티모바일,15991,1.768,ST
GPIQ,LIN,2937652,Linde PLC,린드,6564,1.678,ST
GPIQ,CSCO,2515287,Cisco Systems Inc,시스코,54883,1.436,ST
GPIQ,QCOM,2511198,QUALCOMM Inc,퀄컴,15224,1.434,ST
GPIQ,TXN,2409677,Texas Instruments Inc,텍사스인스트루먼츠,12466,1.376,ST
GPIQ,INTU,2394909,Intuit Inc,인투이트,3825,1.368,ST
GPIQ,AMGN,2373483,Amgen Inc,암젠,7310,1.355,ST
GPIQ,ISRG,2243408,Intuitive Surgical Inc,인투이티브 서지칼,4839,1.281,ST
GPIQ,AMAT,2150166,Applied Materials Inc,어플라이드 머터리얼즈,11284,1.228,ST
GPIQ,CMCSA,2096410,Comcast Corp,컴캐스트,53276,1.197,ST
GPIQ,HON,1779596,Honeywell International Inc,하니웰,8906,1.016,ST
GPIQ,REGN,1641077,Regeneron Pharmaceuticals Inc,리제네론,1474,0.937,ST
GPIQ,VRTX,1640645,Vertex Pharmaceuticals Inc,-,3521,0.937,-
GPIQ,BKNG,1551446,Booking Holdings Inc,부킹홀딩스,457,0.886,ST
GPIQ,ADP,1474514,Automatic Data Processing Inc,오토메틱 데이타 프로세싱,5611,0.842,ST
GPIQ,ADI,1449333,Analog Devices Inc,아날로그 디바이스,6784,0.828,ST
GPIQ,LRCX,1438434,Lam Research Corp,램리서치,1800,0.821,ST
GPIQ,KLAC,1399259,KLA Corp,KLA,1860,0.799,ST
GPIQ,PANW,1398014,Palo Alto Networks Inc,팔로알토네트워크,4405,0.798,ST
GPIQ,MU,1393479,Micron Technology Inc,마이크론,15135,0.796,ST
GPIQ,MDLZ,1296595,Mondelez International Inc,몬델리즈인터내셔날,18449,0.74,ST
GPIQ,GILD,1290245,Gilead Sciences Inc,길리어드,17069,0.737,ST
GPIQ,MELI,1261845,MercadoLibre Inc,메르카도리브레,675,0.721,ST
GPIQ,PDD,1256672,PDD Holdings Inc,핀둬둬,9105,0.718,ST
GPIQ,INTC,1194034,Intel Corp,인텔,58274,0.682,ST
GPIQ,SBUX,1174731,Starbucks Corp,스타벅스,15508,0.671,ST
GPIQ,ASML,1092305,ASML Holding NV,ASML,1246,0.624,ST
GPIQ,SNPS,1078987,Synopsys Inc,시놉시스,2095,0.616,ST
GPIQ,CTAS,1040095,Cintas Corp,신타스,1386,0.594,ST
GPIQ,CDNS,1003519,Cadence Design Systems Inc,캐든스 디자인,3735,0.573,ST
GPIQ,PYPL,922032,PayPal Holdings Inc,페이팔,14344,0.527,ST
GPIQ,CSX,916975,CSX Corp,씨에스엑스,26773,0.524,ST
GPIQ,ORLY,906808,OReilly Automotive Inc,오릴리,809,0.518,ST
GPIQ,NXPI,849511,NXP Semiconductors NV,엔엑스피,3464,0.485,ST
GPIQ,MAR,840972,Marriott International Inc,매리어트인터내셔날,3897,0.48,ST
GPIQ,CEG,804977,Constellation Energy Corp,컨스틸레이션 에너지,4304,0.46,ST
GPIQ,ROP,757855,Roper Technologies Inc,로퍼테크놀로지,1449,0.433,ST
GPIQ,CRWD,744168,Crowdstrike Holdings Inc,크라우드 스트라이크,3094,0.425,ST
GPIQ,CHTR,723148,Charter Communications Inc,차터커뮤니케이션,1987,0.413,ST
GPIQ,MRVL,723950,Marvell Technology Inc,마블 테크놀로지,11837,0.413,ST
GPIQ,QQQM,722914,Invesco Nasdaq 100 ETF,인베스코 나스닥100,3921,0.413,EF
GPIQ,FTNT,716950,Fortinet Inc,포티넷,10439,0.409,ST
GPIQ,ADSK,701598,Autodesk Inc,오토데스크,2932,0.401,ST
GPIQ,AEP,700887,American Electric Power Co Inc,아메리칸일렉스릭파워,7149,0.4,ST
GPIQ,PCAR,673108,PACCAR Inc,파카,7216,0.384,ST
GPIQ,AZN,651034,AstraZeneca PLC,아스트라제네카,7954,0.372,ST
GPIQ,DASH,647005,DoorDash Inc,도어대시,5186,0.369,ST
GPIQ,ROST,643614,Ross Stores Inc,로스,4623,0.368,ST
GPIQ,KDP,643466,Keurig Dr Pepper Inc,큐리그 닥터 페퍼,18635,0.367,ST
GPIQ,MNST,642716,Monster Beverage Corp,-,14281,0.367,-
GPIQ,WDAY,617655,Workday Inc,워크데이,2911,0.353,ST
GPIQ,PAYX,608293,Paychex Inc,페이체크,4891,0.347,ST
GPIQ,KHC,580788,Kraft Heinz Co,크래프트하인즈,16495,0.332,ST
GPIQ,ODFL,576240,Old Dominion Freight Line Inc,올드 도미니언 프레이트,2940,0.329,ST
GPIQ,MCHP,570790,Microchip Technology Inc,마이크로칩,7386,0.326,ST
GPIQ,IDXX,548270,IDEXX Laboratories Inc,아이덱스 랩,1133,0.313,ST
GPIQ,TTD,539329,Trade Desk Inc,트레이드 데스크,6110,0.308,ST
GPIQ,EA,533829,Electronic Arts Inc,EA,3631,0.305,ST
GPIQ,FAST,518441,Fastenal Co,패스터널,7835,0.296,ST
GPIQ,GEHC,514170,GE HealthCare Technologies Inc,GE 헬스케어 테크놀로지스,6246,0.294,ST
GPIQ,EXC,513584,Exelon Corp,엑셀론,13681,0.293,ST
GPIQ,VRSK,512001,Verisk Analytics Inc,베리스크 애널리틱스,1935,0.292,ST
GPIQ,CTSH,500700,Cognizant Technology Solutions Corp,코그니전트,6791,0.286,ST
GPIQ,DDOG,484640,Datadog Inc,데이타도그,4249,0.277,ST
GPIQ,FANG,484245,Diamondback Energy Inc,다이아몬드백,2452,0.277,ST
GPIQ,BKR,483472,Baker Hughes Co,베이커 휴즈,13735,0.276,ST
GPIQ,MRNA,442005,Moderna Inc,모더나,5242,0.252,ST
GPIQ,XEL,441940,Xcel Energy Inc,엑셀에너지,7600,0.252,ST
GPIQ,ON,425290,ON Semiconductor Corp,ON 세마이컨덕터,5888,0.243,ST
GPIQ,BIIB,414670,Biogen Inc,바이오젠,2032,0.237,ST
GPIQ,SMCI,414071,Super Micro Computer Inc,수퍼 마이크로 컴퓨터,812,0.236,ST
GPIQ,CSGP,409830,CoStar Group Inc,코스타 그룹,5542,0.234,ST
GPIQ,LULU,401788,Lululemon Athletica Inc,룰루레몬,1662,0.229,ST
GPIQ,DXCM,392106,Dexcom Inc,덱스콤,5484,0.224,ST
GPIQ,CDW,385979,CDW Corp,CDW,1818,0.22,ST
GPIQ,ANSS,373653,ANSYS Inc,앤시스,1209,0.213,ST
IWM,DO,38159414,DIAMOND OFFSHORE DRILLING INC,다이아몬드 오프쇼어 드릴링,2608299,0.06,ST
IWM,HLX,38398450,HELIX ENERGY SOLUTIONS GROUP INC,헬릭스 에너지 솔루션스 그룹,3742539,0.06,ST
IWM,HTH,38282291,HILLTOP HOLDINGS INC,힐탑 홀딩스,1252283,0.06,ST
IWM,IART,38095783,INTEGRA LIFESCIENCES HOLDINGS CORP,인테그라 라이프사이언스 홀딩스,1747513,0.06,ST
IWM,NWN,38019765,NORTHWEST NATURAL HOLDING COMPANY,노스웨스트 내추럴 홀딩,993721,0.06,ST
IWM,RC,38335612,READY CAPITAL CORP,레디 캐피탈,4391250,0.06,ST
IWM,REVG,38248799,REV GROUP INC,REV 그룹,1341122,0.06,ST
IWM,SPNT,38070264,SIRIUSPOINT LTD,사이러스 포인트,2614716,0.06,ST
IWM,SYBT,38274806,STOCK YARDS BANCORP INC,스탁 야즈 뱅코프,692506,0.06,ST
IWM,APGE,37773621,APOGEE THERAPEUTICS INC,아포지 테라퓨틱스,932682,0.059,ST
IWM,DVAX,37728966,DYNAVAX TECHNOLOGIES CORP,다이나백스 테크놀로지스,3399006,0.059,ST
IWM,HEES,37520030,H AND E EQUIPMENT SERVICES INC,H&E 장비 서비스,839750,0.059,ST
IWM,JBI,37909662,JANUS INTERNATIONAL GROUP INC,야누스 인터내셔날 그룹,3610444,0.059,ST
IWM,LTH,37863800,LIFE TIME GROUP HOLDINGS INC,라이프 타임 그룹 홀딩스,1578316,0.059,ST
IWM,PZZA,37746729,PAPA JOHNS INTERNATIONAL INC,파파존스 인터내셔날,841434,0.059,ST
IWM,SONO,37739414,SONOS INC,소노스,3160755,0.059,ST
IWM,ALEX,37333946,ALEXANDER AND BALDWIN INC,알렉산더 앤 볼드윈,1968052,0.058,ST
IWM,ALKT,37176528,ALKAMI TECHNOLOGY INC,알카미 테크놀로지,1193468,0.058,ST
IWM,AVDL,37202596,AVADEL PHARMACEUTICALS ORD,아바델 파마수티칼,2398620,0.058,ST
IWM,CRGY,37089660,CRESCENT ENERGY CLASS A,크레센트 에너지,3542470,0.058,ST
IWM,CSGS,37082559,CSG SYSTEMS INTERNATIONAL INC,CSG 시스템즈인터내셔널,791179,0.058,ST
IWM,DHT,37239908,DHT HOLDINGS INC,DHT 홀딩스,3410248,0.058,ST
IWM,HLIO,37068496,HELIOS TECHNOLOGIES INC,헬리오스 테크놀로지스,849221,0.058,ST
IWM,HLIT,36983848,HARMONIC INC,하모닉,2816744,0.058,ST
IWM,MSGE,37080133,MADISON SQUARE GARDEN ENTERTAINMEN,매디슨 스퀘어 가든 엔터테인먼트,993839,0.058,ST
IWM,AMWD,36686841,AMERICAN WOODMARK CORP,아메리칸 우드마크,411011,0.057,ST
IWM,APOG,36161549,APOGEE ENTERPRISES INC,어포지 엔터프라이지스,583439,0.057,ST
IWM,BORR,36473675,BORR DRILLING LTD,보르 드릴링,6038688,0.057,ST
IWM,CODI,36403481,COMPASS DIVERSIFIED,컴퍼스 다이버시파이드 홀딩스,1792392,0.057,ST
IWM,DEI,36586311,DOUGLAS EMMETT REIT INC,더글라스 에멧,2468712,0.057,ST
IWM,ESRT,36230730,EMPIRE STATE REALTY REIT INC TRUST,엠파이어 스테이트 리얼트 트러스트,3487077,0.057,ST
IWM,GOGL,36570967,GOLDEN OCEAN GROUP LTD,골든 오션 그룹,3133759,0.057,ST
IWM,IONQ,36321434,IONQ INC,아이온큐,5101325,0.057,ST
IWM,JBGS,36512403,JBG SMITH PROPERTIES,JBG 스미스 프로퍼티즈,2179845,0.057,ST
IWM,LADR,36702873,LADDER CAPITAL CORP CLASS A,래더 캐피탈,3145062,0.057,ST
IWM,RAMP,36492655,LIVERAMP HOLDINGS INC,라이브램프 홀딩스,1678595,0.057,ST
IWM,RLJ,36139193,RLJ LODGING TRUST REIT,RLJ 로징 트러스트,3993281,0.057,ST
IWM,STBA,36569744,S AND T BANCORP INC,S&T 뱅코프,925582,0.057,ST
IWM,VRTS,36564088,VIRTUS INVESTMENT PARTNERS INC,비르투스 인베스트먼트 파트너스,185144,0.057,ST
IWM,AMC,35462820,AMC ENTERTAINMENT HOLDINGS INC CLA,AMC 엔터테인먼트 홀딩스,7092564,0.056,ST
IWM,AVDX,35781757,AVIDXCHANGE HOLDINGS INC,어비드엑스체인지 홀딩스,4581531,0.056,ST
IWM,BUSE,35756786,FIRST BUSEY CORP,퍼스트 버지,1454119,0.056,ST
IWM,CUBI,35477434,CUSTOMERS BANCORP INC,커스터머즈 뱅크코프,772424,0.056,ST
IWM,CXW,35741687,CORECIVIC REIT INC,코어시빅,2873126,0.056,ST
IWM,LOB,36006544,LIVE OAK BANCSHARES INC,라이프 오크 뱅크셰어스,927048,0.056,ST
IWM,PARR,35897328,PAR PACIFIC HOLDINGS INC,파 퍼시픽 홀딩스,1471202,0.056,ST
IWM,SKWD,35513423,SKYWARD SPECIALTY INSURANCE GROUP,스카이워드 스페셜티 인슈어런스 그룹,987856,0.056,ST
IWM,TCBK,35761564,TRICO BANCSHARES,트라이코 뱅크셰어스,859653,0.056,ST
IWM,TWO,35617079,TWO HARBORS INVESTMENT CORP,투 하버스 인베스트먼트,2648110,0.056,ST
IWM,VERA,35906600,VERA THERAPEUTICS INC CLASS A,베라 테라퓨틱스,997960,0.056,ST
IWM,WOR,35519641,WORTHINGTON ENTERPRISES INC,워팅턴 인더스트리즈,808735,0.056,ST
IWM,CTS,35186207,CTS CORP,CTS,772644,0.055,ST
IWM,DAN,35035562,DANA INCORPORATED INC,데이나,3375295,0.055,ST
IWM,DNOW,35448774,DNOW INC,나우,2765115,0.055,ST
IWM,GBX,35417067,GREENBRIER INC,그린비어 컴퍼니스,787571,0.055,ST
IWM,IESC,34911332,IES INC,아이이에스 홀딩스,212861,0.055,ST
IWM,KURA,35375180,KURA ONCOLOGY INC,쿠라 온콜로지,1864796,0.055,ST
IWM,OXM,35074488,OXFORD INDUSTRIES INC,옥스포드 인더스트리즈,378856,0.055,ST
IWM,PRDO,35085048,PERDOCEO EDUCATION CORP,퍼도세어 에듀케이션,1555878,0.055,ST
IWM,PRM,35355899,PERIMETER SOLUTIONS SA,퍼리미터 솔루션스,3449356,0.055,ST
IWM,SOUN,35444298,SOUNDHOUND AI INC CLASS A,사운드하운드 AI,7278090,0.055,ST
IWM,CDNA,34516985,CAREDX INC,케이디엑스,1276988,0.054,ST
IWM,HOPE,34515311,HOPE BANCORP INC,호프 뱅코프,2955078,0.054,ST
IWM,KROS,34342540,KEROS THERAPEUTICS INC,케로스 테라퓨틱스,756777,0.054,ST
IWM,NVEE,34507055,NV5 GLOBAL INC,NV5 글로벌,360387,0.054,ST
IWM,PLAB,34287140,PHOTRONICS INC,포트로닉스,1585166,0.054,ST
IWM,PWSC,34653436,POWERSCHOOL HOLDINGS INC CLASS A,파워스쿨 홀딩스,1535376,0.054,ST
IWM,TRUP,34217258,TRUPANION INC,트루파니언,893401,0.054,ST
IWM,XHR,34443634,XENIA HOTELS RESORTS REIT INC,제니아 호텔즈 앤 리조트,2667981,0.054,ST
IWM,AESI,33944297,ATLAS ENERGY SOLUTIONS INC,아틀라스 에너지 솔루션스,1739841,0.053,ST
IWM,ARDX,33870380,ARDELYX INC,아델릭스,5942172,0.053,ST
IWM,DEA,33973172,EASTERLY GOVERNMENT PROPERTIES INC,이스털리 거버먼트 프로퍼티즈,2531533,0.053,ST
IWM,MNKD,34077011,MANNKIND CORP,맨카인드,6747923,0.053,ST
IWM,NTCT,33990464,NETSCOUT SYSTEMS INC,넷스카우트 시스템즈,1791801,0.053,ST
IWM,TNK,34012008,TEEKAY TANKERS LTD CLASS A,티케이 탱커스,614823,0.053,ST
IWM,USPH,33603749,US PHYSICAL THERAPY INC,US 피지컬 테라피,380305,0.053,ST
IWM,AVPT,33379643,AVEPOINT INC CLASS A,이브포인트,3318056,0.052,ST
IWM,BKD,33347786,BROOKDALE SENIOR LIVING INC,브룩데일 시니어 리빙,4896885,0.052,ST
IWM,DK,33402832,DELEK US HOLDINGS INC,델렉 유에스 홀딩스,1615224,0.052,ST
IWM,NGVT,33194466,INGEVITY CORP,인제비티,932167,0.052,ST
IWM,OCUL,33289610,OCULAR THERAPEUTIX INC,오큘라 테라퓨틱스,3991560,0.052,ST
IWM,RXRX,33316934,RECURSION PHARMACEUTICALS INC CLAS,러커전 파마수티칼즈,5296810,0.052,ST
IWM,SASR,33226902,SANDY SPRING BANCORP INC,샌디 스프링,1182873,0.052,ST
IWM,AIV,32398614,APARTMENT INVESTMENT AND MANAGEMEN,아파트먼트 인베스트먼트 & 매니지먼트,3728264,0.051,ST
IWM,ASPN,32522610,ASPEN AEROGELS INC,아스펜 에어로젤,1488449,0.051,ST
IWM,CAL,32750720,CALERES INC,컬레러스,897280,0.051,ST
IWM,CHEF,32728929,CHEFS WAREHOUSE INC,쉐프 웨어하우스,896683,0.051,ST
IWM,HELE,32389764,HELEN OF TROY LTD,헬렌 오브 토이,607916,0.051,ST
IWM,INMD,32692085,INMODE LTD,인모드,2028045,0.051,ST
IWM,INTA,32699107,INTAPP INC,인탭,1003964,0.051,ST
IWM,NBHC,32279324,NATIONAL BANK HOLDINGS CORP CLASS,내셔널 뱅크 홀딩스,810224,0.051,ST
IWM,NRIX,32381075,NURIX THERAPEUTICS INC,누릭스 테라퓨틱스,1555287,0.051,ST
IWM,SCSC,32713929,SCANSOURCE INC,스캔소스,674514,0.051,ST
IWM,SFL,32366161,SFL LTD,SFL 코퍼레이션,2826739,0.051,ST
IWM,TGLS,32357872,TECNOGLASS INC,테크노글래스,576892,0.051,ST
IWM,UVV,32675950,UNIVERSAL CORP,유니버셜 그룹,626096,0.051,ST
IWM,BKE,32112404,BUCKLE INC,버클,782466,0.05,ST
IWM,BLMN,31955034,BLOOMIN BRANDS INC,블루밍 브랜즈,2044468,0.05,ST
IWM,HMN,31945133,HORACE MANN EDUCATORS CORP,호레이스 맨 에듀케이터스,946803,0.05,ST
IWM,JAMF,32220915,JAMF HOLDING CORP,잼프 홀딩,1922489,0.05,ST
IWM,LNN,32200592,LINDSAY CORP,린제이,277400,0.05,ST
IWM,LPG,31698785,DORIAN LPG LTD,도리안 LPG,887424,0.05,ST
IWM,MFA,31724254,MFA FINANCIAL INC,MFA 파이낸셜,2723112,0.05,ST
IWM,NAVI,31977858,NAVIENT CORP,내비언트,2182789,0.05,ST
IWM,PLUG,31817144,PLUG POWER INC,플러그파워,16150835,0.05,ST
IWM,RCKT,32257015,ROCKET PHARMACEUTICALS INC,로켓 파마수티칼,1694171,0.05,ST
IWM,SAFE,32094344,SAFEHOLD INC,세이프홀드,1399056,0.05,ST
IWM,STEL,32242989,STELLAR BANCORP INC,스텔라 뱅코프,1312291,0.05,ST
IWM,VRE,32256620,VERIS RESIDENTIAL INC,베리스 레지덴셜,2018562,0.05,ST
IWM,AAT,31540110,AMERICAN ASSETS TRUST REIT INC,아메리칸 애셋 트러스트,1255078,0.049,ST
IWM,ADEA,31504959,ADEIA INC,아데이아,2840844,0.049,ST
IWM,AMRX,31397045,AMNEAL PHARMACEUTICALS INC CLASS A,엠닐 파마슈티컬,4104189,0.049,ST
IWM,JELD,31607980,JELD WEN HOLDING INC,젤드-웬 홀딩,2232202,0.049,ST
IWM,KW,31469641,KENNEDY WILSON HOLDINGS INC,케네디 윌슨 홀딩스,2941088,0.049,ST
IWM,LILAK,31014634,LIBERTY LATIN AMERICA LTD CLASS C,리버티 라틴 아메리카 클래스 C,3393286,0.049,ST
IWM,NIC,31337247,NICOLET BANKSHARES INC,니콜렛 뱅크셰어스,359125,0.049,ST
IWM,QCRH,31362025,QCR HOLDINGS INC,큐씨알 홀딩스,447326,0.049,ST
IWM,TDOC,31158463,TELADOC HEALTH INC,텔라닥,4357827,0.049,ST
IWM,UMH,30988358,UMH PROPERTIES INC,UMH 프로퍼티즈,1615660,0.049,ST
IWM,ECPG,30724752,ENCORE CAPITAL GROUP INC,앙코어 캐피탈 그룹,630510,0.048,ST
IWM,EWTX,30610192,EDGEWISE THERAPEUTICS INC,에지와이즈 테라퓨틱스,1860802,0.048,ST
IWM,LC,30953574,LENDINGCLUB CORP,렌딩클립,2942355,0.048,ST
IWM,MGPI,30923630,MGP INGREDIENTS INC,MGP 인그리디언츠,367657,0.048,ST
IWM,PHR,30581193,PHREESIA INC,프리시아,1322716,0.048,ST
IWM,PMT,30738925,PENNYMAC MORTGAGE INVESTMENT TRUST,페니맥 모기지 인베스트먼트 트러스트,2285422,0.048,ST
IWM,SAFT,30527753,SAFETY INSURANCE GROUP INC,세이프티 인슈런스 그룹,379604,0.048,ST
IWM,SCS,30707371,STEELCASE INC CLASS A,스틸케이스,2454626,0.048,ST
IWM,WABC,30659569,WESTAMERICA BANCORPORATION,웨스트아메리카 뱅크,631245,0.048,ST
IWM,CIM,29870468,CHIMERA INVESTMENT CORP,키메라 인베스트먼트,2055779,0.047,ST
IWM,KFRC,30013635,KFORCE INC,케이포스,477392,0.047,ST
IWM,NX,29960332,QUANEX BUILDING PRODUCTS CORP,콰넥스 빌딩 프로덕츠,1127600,0.047,ST
IWM,VSEC,29840781,VSE CORP,브이에스이,355332,0.047,ST
IWM,XRX,29932170,XEROX HOLDINGS CORP,제록스 홀딩스,3005238,0.047,ST
IWM,APPN,29473757,APPIAN CORP CLASS A,애피안,1044058,0.046,ST
IWM,CNNE,29458038,CANNAE HOLDINGS INC,-,1539887,0.046,-
IWM,COHU,29352047,COHU INC,코후,1188342,0.046,ST
IWM,COLL,29694720,COLLEGIUM PHARMACEUTICAL INC,콜레지움 파마수티칼즈,836471,0.046,ST
IWM,GABC,29151501,GERMAN AMERICAN BANCORP INC,저먼 아메리칸 뱅코프,776959,0.046,ST
IWM,LBPH,29137788,LONGBOARD PHARMACEUTICALS INC,롱보드 파마수티칼즈,830373,0.046,ST
IWM,OMI,29514023,OWENS & MINOR INC,오웬 앤 마이너,1945552,0.046,ST
IWM,SPNS,29192452,SAPIENS INTERNATIONAL NV,사피엔스 인터내셔날,825345,0.046,ST
IWM,UPWK,29674316,UPWORK INC,업워크,3180527,0.046,ST
IWM,WMK,29304235,WEIS MARKETS INC,-,434910,0.046,ST
IWM,WRBY,29369172,WARBY PARKER INC CLASS A,와비 파커,2231700,0.046,ST
IWM,CARS,28456618,CARS.COM INC,카즈닷컴,1690827,0.045,ST
IWM,DOLE,28900039,DOLE PLC,돌,1986257,0.045,ST
IWM,IMKTA,28725253,INGLES MARKETS INC CLASS A,인글지 마켓,386820,0.045,ST
IWM,INFN,28753513,INFINERA CORP,인피네라,5107196,0.045,ST
IWM,KLG,28525667,WK KELLOGG,WK 켈로그,1672079,0.045,ST
IWM,NTST,28920659,NETSTREIT CORP,넷트리트,1880407,0.045,ST
IWM,PDM,29001778,PIEDMONT OFFICE REALTY TRUST REIT,파이드몬트 오피스 리얼티 트러스트,3325892,0.045,ST
IWM,SRCE,29049274,"1ST SOURCE CORP",퍼스트 소스,509279,0.045,ST
IWM,UTZ,28917918,UTZ BRANDS INC CLASS A,유티지 브랜즈,1678347,0.045,ST
IWM,XPEL,28731978,XPEL INC,엑스펠,646098,0.045,ST
IWM,AHR,28391228,AMERICAN HEALTHCARE REIT INC,아메리칸 헬스케어 리츠,1698040,0.044,ST
IWM,ARLO,27948262,ARLO TECHNOLOGIES INC,아를로 테크놀러지,2451602,0.044,ST
IWM,COUR,27914437,COURSERA INC,코세라,3529006,0.044,ST
IWM,FIZZ,27817868,NATIONAL BEVERAGE CORP,내셔날 베버리지,594145,0.044,ST
IWM,HROW,28027054,HARROW INC,해로우 헬스,779829,0.044,ST
IWM,KALU,27963403,KAISER ALUMINIUM CORP,카이저 알루미늄,410864,0.044,ST
IWM,PEBO,28075076,PEOPLES BANCORP INC,피플스 뱅코프,955910,0.044,ST
IWM,SABR,28090458,SABRE CORP,세이버,9686365,0.044,ST
IWM,WS,28012356,WORTHINGTON STEEL INC,워딩턴 스틸,828033,0.044,ST
IWM,ZUO,27964153,ZUORA INC CLASS A,주오라,3340998,0.044,ST
IWM,ACT,27774162,ENACT HOLDINGS INC,인액트 홀딩스,835062,0.043,ST
IWM,ANIP,27304945,ANI PHARMACEUTICALS INC,ANI 파마수티칼즈,471588,0.043,ST
IWM,ARRY,27774823,ARRAY TECHNOLOGIES INC,어레이 테크놀로지스,3911947,0.043,ST
IWM,CSR,27308799,CENTERSPACE,센터스페이스,384090,0.043,ST
IWM,EFC,27398349,ELLINGTON FINANCIAL INC,엘링턴 파이낸셜,2135491,0.043,ST
IWM,MSEX,27154809,MIDDLESEX WATER,미들섹스 워터 컴퍼니,445526,0.043,ST
IWM,SPHR,27712274,SPHERE ENTERTAINMENT CLASS A,스피어 엔터테인먼트,688846,0.043,ST
IWM,CIO,5479114,CITY OFFICE REIT INC,시티 오피스 리트,1037711,0.009,ST
IWM,CRMD,5458734,CORMEDIX INC,코메딕스,1428988,0.009,ST
IWM,CTOS,5471544,CUSTOM TRUCK ONE SOURCE INC,-,1331276,0.009,-
IWM,EGHT,5627391,"8X8 INC","8x8",3058365,0.009,ST
IWM,EVCM,5616620,EVERCOMMERCE INC,에버커머스,569637,0.009,ST
IWM,FDBC,5518522,FIDELITY D AND D BANCORP INC,피델리티 디앤디 뱅크코프,125478,0.009,ST
IWM,FLWS,6056413,"1-800 FLOWERS.COM INC CLASS A","1-800 플라워스닷컴",659740,0.009,ST
IWM,FORR,5628182,FORRESTER RESEARCH INC,포레스터 리서치,311638,0.009,ST
IWM,GCBC,5647333,GREENE COUNTY BANCORP INC,그린 카운티 뱅크코프,183236,0.009,ST
IWM,GNE,5575229,GENIE ENERGY LTD CLASS B,지니 에너지,346934,0.009,ST
IWM,HPK,5436190,HIGHPEAK ENERGY INC,하이피크 에너지,363139,0.009,ST
IWM,HRTX,5978815,HERON THERAPEUTICS INC,헤론 테라퓨틱,3019604,0.009,ST
IWM,INO,5717011,INOVIO PHARMACEUTICALS INC,이노비오 파마슈티컬스,677371,0.009,ST
IWM,INZY,5735821,INOZYME PHARMA INC,이노자임 파마,1324670,0.009,ST
IWM,IRBT,5579278,IROBOT CORP,아이로봇,730272,0.009,ST
IWM,JMSB,5670503,JOHN MARSHALL BANCORP INC,존 마샬 뱅크코프,301142,0.009,ST
IWM,LUNG,5439746,PULMONX CORP,펄몬스,973121,0.009,ST
IWM,MEC,5930659,MAYVILLE ENGINEERING COMPANY INC,메이빌 엔지니어링,314457,0.009,ST
IWM,MED,5747210,MEDIFAST INC,메디패스트,294276,0.009,ST
IWM,MGNX,5559561,MACROGENICS INC,매크로제닉스,1579421,0.009,ST
IWM,NVRO,5637716,NEVRO CORP,네브로,938056,0.009,ST
IWM,OMER,5965949,OMEROS CORP,오머로스,1448046,0.009,ST
IWM,ORN,5620512,ORION GROUP INC,오리온 그룹,804079,0.009,ST
IWM,PANL,5448667,PANGAEA LOGISTICS SOLUTIONS LTD,판게아 로지스틱스 솔루션스,843447,0.009,ST
IWM,PCB,5571413,PCB BANCORP,PCB 뱅크코프,321861,0.009,ST
IWM,PINE,5462116,ALPINE INCOME PROPERTY TRUST INC,알파인 인컴 프로퍼티,321869,0.009,ST
IWM,PKBK,6005116,PARKE BANCORP INC,파크 뱅크코프,326365,0.009,ST
IWM,PKE,5786187,PARK AEROSPACE CORP,파크 에어로스페이스,464754,0.009,ST
IWM,PPTA,5745079,PERPETUA RESOURCES CORP,퍼페투아 리소시즈,990531,0.009,ST
