"etf_tck_cd","ediv_dt","ddn_amt","aed_stkp_ddn_amt","ddn_bse_dt","ddn_pym_dt","pba_dt","ddn_pym_fcy_cd"
AMKR,"20240604",0.07875,0.07875,"20240604","20240624","20240514",Quarterly
AMKR,"20221205",0.075,0.075,"20221206","20221227","20221115",Quarterly
AMKR,"20220902",0.05,0.05,"20220906","20220926","20220816",Quarterly
AMP,"20240208",1.35,1.35,"20240209","20240227","20240124",Quarterly
AMP,"20231103",1.35,1.35,"20231106","20231117","20231025",Quarterly
AMP,"20230209",1.25,1.25,"20230210","20230228","20230125",Quarterly
AMP,"20230505",1.35,1.35,"20230508","20230519","20230424",Quarterly
AMP,"20221104",1.25,1.25,"20221107","20221118","20221025",Quarterly
AMP,"20240503",1.48,1.48,"20240506","20240517","20240422",Quarterly
AMP,"20230804",1.35,1.35,"20230807","20230818","20230726",Quarterly
AMP,"20240805",1.48,1.48,"20240805","20240816","20240724",Quarterly
AMR,"20220914",0.392,0.392,"20220915","20221003","20220804",Quarterly
AMR,"20230914",0.5,0.5,"20230915","20231003","20230802",Quarterly
AMR,"20221214",5.418,5.418,"20221215","20230103","20221104",Other
AMR,"20231130",0.5,0.5,"20231201","20231215","20231031",Quarterly
AMR,"20230614",0.5,0.5,"20230615","20230705","20230503",Quarterly
AMR,"20230314",0.44,0.44,"20230315","20230403","20230221",Quarterly
AMSF,"20221201",0.31,0.31,"20221202","20221216","20221026",Other
AMSF,"20230309",0.34,0.34,"20230310","20230324","20230220",Quarterly
AMSF,"20240307",0.37,0.37,"20240308","20240322","20240219",Quarterly
AMSF,"20220908",0.31,0.31,"20220909","20220923","20220728",Quarterly
AMSF,"20230615",0.34,0.34,"20230616","20230623","20230425",Quarterly
AMSF,"20230907",0.34,0.34,"20230908","20230922","20230725",Quarterly
AMSF,"20240614",0.37,0.37,"20240614","20240621","20240424",Quarterly
AMSF,"20231130",0.34,0.34,"20231201","20231215","20231025",Other
AMT,"20231227",1.7,1.7,"20231228","20240201","20231214",Quarterly
AMT,"20230413",1.56,1.56,"20230414","20230428","20230309",Quarterly
AMT,"20221227",1.56,1.56,"20221228","20230202","20221208",Quarterly
AMT,"20240411",1.62,1.62,"20240412","20240426","20240314",Quarterly
AMT,"20231010",1.62,1.62,"20231011","20231027","20230920",Quarterly
AMT,"20221007",1.47,1.47,"20221011","20221026","20220922",Quarterly
AMT,"20240614",1.62,1.62,"20240614","20240712","20240523",Quarterly
AMT,"20230615",1.57,1.57,"20230616","20230710","20230525",Quarterly
AMTB,"20230210",0.09,0.09,"20230213","20230228","20230119",Quarterly
AMTB,"20240514",0.09,0.09,"20240515","20240530","20240424",Quarterly
AMTB,"20240213",0.09,0.09,"20240214","20240229","20240117",Quarterly
AMTB,"20221114",0.09,0.09,"20221115","20221130","20221019",Quarterly
AMTB,"20230512",0.09,0.09,"20230515","20230531","20230420",Quarterly
AMTB,"20231113",0.09,0.09,"20231114","20231130","20231019",Quarterly
AMTB,"20220816",0.09,0.09,"20220817","20220831","20220720",Quarterly
AMTB,"20230814",0.09,0.09,"20230815","20230831","20230719",Quarterly
AOMR,"20230321",0.32,0.32,"20230322","20230331","20230309",Quarterly
AOMR,"20220819",0.45,0.45,"20220822","20220831","20220809",Quarterly
AOMR,"20221121",0.32,0.32,"20221122","20221130","20221108",Quarterly
AOMR,"20231121",0.32,0.32,"20231122","20231130","20231107",Quarterly
AOMR,"20240521",0.32,0.32,"20240522","20240531","20240507",Quarterly
AOMR,"20230519",0.32,0.32,"20230522","20230531","20230504",Quarterly
AOMR,"20240221",0.32,0.32,"20240222","20240229","20240207",Quarterly
AOMR,"20230821",0.32,0.32,"20230822","20230831","20230808",Quarterly
AON,"20240801",0.675,0.675,"20240801","20240815","20240712",Quarterly
AON,"20240131",0.615,0.615,"20240201","20240215","20240110",Quarterly
AON,"20230428",0.615,0.615,"20230501","20230515","20230414",Quarterly
AON,"20240430",0.675,0.675,"20240501","20240515","20240412",Quarterly
AON,"20230131",0.56,0.56,"20230201","20230215","20230110",Quarterly
AON,"20221031",0.56,0.56,"20221101","20221115","20221014",Quarterly
AON,"20230731",0.615,0.615,"20230801","20230815","20230713",Quarterly
AON,"20231031",0.615,0.615,"20231101","20231115","20231013",Quarterly
AOS,"20221028",0.3,0.3,"20221031","20221115","20221012",Quarterly
AOS,"20240429",0.32,0.32,"20240430","20240515","20240409",Quarterly
AOS,"20240130",0.32,0.32,"20240131","20240215","20240116",Quarterly
AOS,"20231030",0.32,0.32,"20231031","20231115","20231009",Quarterly
AOS,"20230814",0.3,0.3,"20230815","20230815","20230727",Quarterly
AOS,"20230728",0.3,0.3,"20230731","20230815","20230710",Quarterly
AOS,"20230427",0.3,0.3,"20230428","20230515","20230410",Quarterly
AOS,"20240731",0.32,0.32,"20240731","20240815","20240708",Quarterly
AOS,"20230130",0.3,0.3,"20230131","20230215","20230117",Quarterly
APA,"20221020",0.25,0.25,"20221021","20221122","20220914",Quarterly
APA,"20230120",0.25,0.25,"20230123","20230222","20221213",Quarterly
APA,"20230420",0.25,0.25,"20230421","20230522","20230203",Quarterly
APA,"20240722",0.25,0.25,"20240722","20240822","20240522",Quarterly
APA,"20230720",0.25,0.25,"20230721","20230822","20230523",Quarterly
APA,"20240419",0.25,0.25,"20240422","20240522","20240208",Quarterly
APA,"20231020",0.25,0.25,"20231023","20231122","20230912",Quarterly
APA,"20240119",0.25,0.25,"20240122","20240222","20231212",Quarterly
APAM,"20231115",0.6447,0.6447,"20231116","20231130","20231031",Quarterly
APAM,"20230516",0.4959,0.4959,"20230517","20230531","20230502",Quarterly
APAM,"20230816",0.605,0.605,"20230817","20230831","20230801",Quarterly
APAM,"20240516",0.61,0.61,"20240517","20240531","20240423",Quarterly
APAM,"20221115",0.56,0.56,"20221116","20221130","20221101",Quarterly
APAM,"20240214",1.02,1.02,"20240215","20240229","20240130",Other
APAM,"20220816",0.6,0.6,"20220817","20220831","20220802",Quarterly
APAM,"20230213",0.8926,0.8926,"20230214","20230228","20230131",Other
APD,"20231229",1.75,1.75,"20240102","20240212","20231115",Quarterly
APD,"20240701",1.77,1.77,"20240701","20240812","20240517",Quarterly
APD,"20240328",1.77,1.77,"20240401","20240513","20240125",Quarterly
APD,"20221230",1.62,1.62,"20230103","20230213","20221122",Quarterly
APD,"20220930",1.62,1.62,"20221003","20221114","20220715",Quarterly
APD,"20230929",1.75,1.75,"20231002","20231113","20230721",Quarterly
APD,"20230331",1.75,1.75,"20230403","20230508","20230126",Quarterly
APD,"20230630",1.75,1.75,"20230703","20230814","20230518",Quarterly
APH,"20240318",0.22,0.11,"20240319","20240410","20240201",Quarterly
APH,"20231218",0.22,0.11,"20231219","20240110","20231024",Quarterly
APH,"20230320",0.21,0.105,"20230321","20230412","20230202",Quarterly
APH,"20230918",0.21,0.105,"20230919","20231011","20230804",Quarterly
APH,"20220919",0.2,0.1,"20220920","20221012","20220804",Quarterly
APH,"20240618",0.11,0.11,"20240618","20240710","20240502",Quarterly
APH,"20230616",0.21,0.105,"20230620","20230712","20230505",Quarterly
APH,"20221219",0.21,0.105,"20221220","20230111","20221025",Quarterly
APO,"20230817",0.43,0.43,"20230818","20230831","20230803",Quarterly
APO,"20240516",0.4625,0.4625,"20240517","20240531","20240502",Quarterly
APO,"20240216",0.43,0.43,"20240220","20240229","20240208",Quarterly
APO,"20221116",0.4,0.4,"20221117","20221130","20221102",Quarterly
APO,"20230217",0.4,0.4,"20230221","20230228","20230209",Quarterly
APO,"20220817",0.4,0.4,"20220818","20220831","20220804",Quarterly
APO,"20231116",0.43,0.43,"20231117","20231130","20231101",Quarterly
APO,"20230519",0.43,0.43,"20230522","20230531","20230509",Quarterly
APOG,"20230711",0.24,0.24,"20230712","20230727","20230622",Quarterly
APOG,"20240520",0.25,0.25,"20240521","20240605","20240502",Quarterly
APOG,"20240710",0.25,0.25,"20240710","20240725","20240620",Quarterly
APOG,"20221024",0.22,0.22,"20221025","20221109","20221006",Quarterly
APOG,"20230508",0.24,0.24,"20230509","20230524","20230420",Quarterly
APOG,"20230130",0.24,0.24,"20230131","20230215","20230112",Quarterly
APOG,"20240129",0.25,0.25,"20240130","20240214","20240111",Quarterly
APOG,"20231023",0.24,0.24,"20231024","20231108","20231006",Quarterly
ARCB,"20230509",0.12,0.12,"20230510","20230524","20230426",Quarterly
ARCB,"20240509",0.12,0.12,"20240510","20240524","20240426",Quarterly
ARCB,"20221109",0.12,0.12,"20221111","20221125","20221028",Quarterly
ARCB,"20240215",0.12,0.12,"20240216","20240301","20240202",Quarterly
ARCB,"20240813",0.12,0.12,"20240813","20240827","20240730",Quarterly
ARCB,"20230808",0.12,0.12,"20230809","20230823","20230726",Quarterly
ARCB,"20231107",0.12,0.12,"20231108","20231122","20231025",Quarterly
ARCB,"20230213",0.12,0.12,"20230214","20230228","20230131",Quarterly
ARCH,"20230530",2.45,2.45,"20230531","20230615","20230427",Other
ARCH,"20220830",6.0,6.0,"20220831","20220915",-,Other
ARCH,"20240228",1.65,1.65,"20240229","20240315","20240215",Other
ARCH,"20230227",3.11,3.11,"20230228","20230315","20230216",Other
ARCH,"20230830",3.97,3.97,"20230831","20230915","20230727",Other
ARCH,"20221129",10.75,10.75,"20221130","20221215","20221027",Other
ARCH,"20231129",1.1206,1.1206,"20231130","20231215","20231026",Other
ARCH,"20240531",1.11,1.11,"20240531","20240614","20240425",Quarterly
ARE,"20231228",1.27,1.27,"20231229","20240112","20231204",Quarterly
ARE,"20220929",1.18,1.18,"20220930","20221014","20220906",Quarterly
ARE,"20240327",1.27,1.27,"20240328","20240415","20240304",Quarterly
ARE,"20230629",1.24,1.24,"20230630","20230714","20230605",Quarterly
ARE,"20221229",1.21,1.21,"20221230","20230113","20221205",Quarterly
ARE,"20240628",1.3,1.3,"20240628","20240715","20240603",Quarterly
ARE,"20230928",1.24,1.24,"20230929","20231013","20230905",Quarterly
ARE,"20230330",1.21,1.21,"20230331","20230414","20230306",Quarterly
ARHS,"20240320",0.5,0.5,"20240321","20240404","20240229",Other
ARI,"20231228",0.35,0.35,"20231229","20240112","20231212",Quarterly
ARI,"20240628",0.35,0.35,"20240628","20240715","20240611",Quarterly
ARI,"20240327",0.35,0.35,"20240328","20240415","20240312",Quarterly
ARI,"20230629",0.35,0.35,"20230630","20230714","20230613",Quarterly
ARI,"20221229",0.35,0.35,"20221230","20230113","20221213",Quarterly
ARI,"20230928",0.35,0.35,"20230929","20231013","20230912",Quarterly
ARI,"20220929",0.35,0.35,"20220930","20221014","20220913",Quarterly
ARI,"20230330",0.35,0.35,"20230331","20230414","20230314",Quarterly
ARIS,"20230615",0.09,0.09,"20230616","20230629","20230508",Quarterly
ARIS,"20230913",0.09,0.09,"20230914","20230928","20230802",Quarterly
ARIS,"20221116",0.09,0.09,"20221117","20221130","20221104",Quarterly
ARIS,"20240306",0.09,0.09,"20240307","20240321","20240223",Quarterly
ARIS,"20220816",0.09,0.09,"20220817","20220830","20220803",Quarterly
ARIS,"20231206",0.09,0.09,"20231207","20231221","20231101",Quarterly
ARIS,"20230316",0.09,0.09,"20230317","20230329","20230303",Quarterly
ARIS,"20240606",0.105,0.105,"20240606","20240620","20240430",Quarterly
ARKO,"20240308",0.03,0.03,"20240311","20240321","20240201",Quarterly
ARKO,"20230518",0.03,0.03,"20230519","20230601","20230508",Quarterly
ARKO,"20221121",0.03,0.03,"20221122","20221206","20221107",Quarterly
ARKO,"20230814",0.03,0.03,"20230815","20230901","20230804",Quarterly
ARKO,"20231116",0.03,0.03,"20231117","20231201","20231106",Quarterly
ARKO,"20220826",0.02,0.02,"20220829","20220912","20220808",Quarterly
ARKO,"20240517",0.03,0.03,"20240520","20240531","20240507",Quarterly
ARKO,"20230308",0.03,0.03,"20230309","20230321","20230227",Quarterly
ARKZ,"20231228",0.0548,0.0548,"20231229","20240103","20231227",Other
ARKZ,"20240626",0.32357,0.32357,"20240626","20240628","20240207",Quarterly
ARKZ,"20240325",0.16399,0.16399,"20240326","20240328","20240207",Quarterly
ARTNA,"20231115",0.2897,0.2897,"20231116","20231124","20231106",Quarterly
ARTNA,"20230816",0.284,0.284,"20230817","20230825","20230807",Quarterly
ARTNA,"20221110",0.2784,0.2784,"20221114","20221123","20221103",Quarterly
ARTNA,"20240516",0.2955,0.2955,"20240517","20240528","20240506",Quarterly
ARTNA,"20240208",0.2897,0.2897,"20240209","20240223","20240129",Quarterly
ARTNA,"20230208",0.2784,0.2784,"20230209","20230223","20230125",Quarterly
ARTNA,"20240816",0.2955,0.2955,"20240816","20240827","20240805",Quarterly
ARTNA,"20230518",0.284,0.284,"20230519","20230526","20230509",Quarterly
ASH,"20230531",0.385,0.385,"20230601","20230615","20230511",Quarterly
ASH,"20240229",0.385,0.385,"20240301","20240315","20240122",Quarterly
ASH,"20221130",0.335,0.335,"20221201","20221215","20221118",Quarterly
ASH,"20231130",0.385,0.385,"20231201","20231215","20231113",Quarterly
ASH,"20240531",0.405,0.405,"20240601","20240615","20240507",Quarterly
ASH,"20230831",0.385,0.385,"20230901","20230915","20230814",Quarterly
ASH,"20220831",0.335,0.335,"20220901","20220915","20220805",Quarterly
ASH,"20230228",0.335,0.335,"20230301","20230315","20230123",Quarterly
ASIX,"20230814",0.16,0.16,"20230815","20230829","20230804",Quarterly
ASIX,"20240813",0.16,0.16,"20240813","20240827","20240802",Quarterly
ASIX,"20240301",0.16,0.16,"20240304","20240318","20240216",Quarterly
ASIX,"20230302",0.145,0.145,"20230303","20230317","20230217",Quarterly
ASIX,"20231113",0.16,0.16,"20231114","20231128","20231103",Quarterly
ASIX,"20220815",0.145,0.145,"20220816","20220830","20220805",Quarterly
ASIX,"20221114",0.145,0.145,"20221115","20221129","20221104",Quarterly
ASIX,"20240513",0.16,0.16,"20240514","20240528","20240503",Quarterly
ASIX,"20230515",0.145,0.145,"20230516","20230530","20230505",Quarterly
ASO,"20231212",0.09,0.09,"20231213","20240110","20231129",Quarterly
ASO,"20221219",0.075,0.075,"20221220","20230113","20221206",Quarterly
ASO,"20230322",0.09,0.09,"20230323","20230413","20230302",Quarterly
ASO,"20230912",0.09,0.09,"20230913","20231011","20230830",Quarterly
ASO,"20240620",0.11,0.11,"20240620","20240718","20240606",Quarterly
ASO,"20230614",0.09,0.09,"20230615","20230713","20230601",Quarterly
ASO,"20220914",0.075,0.075,"20220915","20221013","20220901",Quarterly
ASO,"20240325",0.11,0.11,"20240326","20240418","20240307",Quarterly
ASTE,"20240308",0.13,0.13,"20240311","20240329","20240223",Quarterly
ASTE,"20220811",0.12,0.12,"20220812","20220829","20220728",Quarterly
ASTE,"20221110",0.13,0.13,"20221114","20221202","20221027",Quarterly
ASTE,"20230309",0.13,0.13,"20230310","20230330","20230227",Quarterly
ASTE,"20230810",0.13,0.13,"20230811","20230831","20230728",Quarterly
ASTE,"20240510",0.13,0.13,"20240513","20240531","20240429",Quarterly
ASTE,"20230511",0.13,0.13,"20230512","20230530","20230426",Quarterly
ASTE,"20231109",0.13,0.13,"20231110","20231201","20231030",Quarterly
ATEN,"20230814",0.06,0.06,"20230815","20230901","20230726",Quarterly
ATEN,"20230216",0.06,0.06,"20230217","20230301","20230207",Quarterly
ATEN,"20221114",0.06,0.06,"20221115","20221201","20221101",Quarterly
ATEN,"20230512",0.06,0.06,"20230515","20230601","20230504",Quarterly
ATEN,"20240514",0.06,0.06,"20240515","20240603","20240430",Quarterly
ATEN,"20231116",0.06,0.06,"20231117","20231201","20231107",Quarterly
ATEN,"20220812",0.05,0.05,"20220815","20220901","20220802",Quarterly
ATEN,"20240215",0.06,0.06,"20240216","20240301","20240206",Quarterly
ATLO,"20230131",0.27,0.27,"20230201","20230215","20221109",Quarterly
ATLO,"20240131",0.27,0.27,"20240201","20240215","20231108",Quarterly
ATLO,"20230428",0.27,0.27,"20230501","20230515","20230208",Quarterly
ATLO,"20221031",0.27,0.27,"20221101","20221115","20220810",Quarterly
ATLO,"20230731",0.27,0.27,"20230801","20230815","20230510",Quarterly
ATLO,"20230831",0.27,0.27,"20230901","20231115","20230809",Quarterly
ATLO,"20240801",0.27,0.27,"20240801","20240815","20240508",Quarterly
ATLO,"20240430",0.27,0.27,"20240501","20240515","20240214",Quarterly
ATLO,"20231031",0.27,0.27,"20231101","20231115","20230809",Quarterly
ATNI,"20240628",0.24,0.24,"20240630","20240710","20240618",Quarterly
ATNI,"20230928",0.21,0.21,"20230930","20231006","20230914",Quarterly
ATNI,"20230629",0.21,0.21,"20230630","20230707","20230613",Quarterly
ATNI,"20220929",0.17,0.17,"20220930","20221007","20220915",Quarterly
ATNI,"20231228",0.24,0.24,"20231231","20240105","20231214",Quarterly
ATNI,"20221229",0.21,0.21,"20221231","20230106","20221219",Quarterly
ATNI,"20240327",0.24,0.24,"20240331","20240405","20240318",Quarterly
ATNI,"20230330",0.21,0.21,"20230331","20230407","20230314",Quarterly
ATR,"20230726",0.41,0.41,"20230727","20230817","20230713",Quarterly
ATR,"20231025",0.41,0.41,"20231026","20231116","20231012",Quarterly
ATR,"20240131",0.41,0.41,"20240201","20240222","20240118",Quarterly
ATR,"20240424",0.41,0.41,"20240425","20240516","20240411",Quarterly
ATR,"20230201",0.38,0.38,"20230202","20230223","20230119",Quarterly
ATR,"20240725",0.45,0.45,"20240725","20240815","20240711",Quarterly
ATR,"20230503",0.38,0.38,"20230504","20230525","20230420",Quarterly
ATR,"20221025",0.38,0.38,"20221026","20221116","20221013",Quarterly
AU,"20220825",0.2936,0.2936,"20220826","20220919","20220805",SemiAnnual
AU,"20240314",0.19,0.19,"20240315","20240328","20240223",Other
AU,"20230824",0.0373,0.0373,"20230825","20230918","20230804",SemiAnnual
AU,"20230316",0.1753,0.1753,"20230317","20230410","20230222",SemiAnnual
AUB,"20230810",0.3,0.3,"20230811","20230825","20230727",Quarterly
AUB,"20230209",0.3,0.3,"20230210","20230224","20230127",Quarterly
AUB,"20221109",0.3,0.3,"20221111","20221125","20221027",Quarterly
AUB,"20231109",0.32,0.32,"20231110","20231124","20231026",Quarterly
AUB,"20240208",0.32,0.32,"20240209","20240223","20240126",Quarterly
AUB,"20240523",0.32,0.32,"20240524","20240607","20240507",Quarterly
AUB,"20240809",0.32,0.32,"20240809","20240823","20240725",Quarterly
AUB,"20230518",0.3,0.3,"20230519","20230602","20230502",Quarterly
AVB,"20231228",1.65,1.65,"20231229","20240116","20231116",Quarterly
AVB,"20221229",1.59,1.59,"20221230","20230117","20221110",Quarterly
AVB,"20240628",1.7,1.7,"20240628","20240715","20240516",Quarterly
AVB,"20230629",1.65,1.65,"20230630","20230717","20230524",Quarterly
AVB,"20230330",1.65,1.65,"20230331","20230417","20230208",Quarterly
AVB,"20220929",1.59,1.59,"20220930","20221017","20220915",Quarterly
AVB,"20230928",1.65,1.65,"20230929","20231016","20230914",Quarterly
AVB,"20240327",1.7,1.7,"20240328","20240415","20240131",Quarterly
AVY,"20221206",0.75,0.75,"20221207","20221221","20221028",Quarterly
AVY,"20240305",0.81,0.81,"20240306","20240320","20240131",Quarterly
AVY,"20230228",0.75,0.75,"20230301","20230315","20230202",Quarterly
AVY,"20230606",0.81,0.81,"20230607","20230621","20230427",Quarterly
AVY,"20240605",0.88,0.88,"20240605","20240620","20240425",Quarterly
AVY,"20230905",0.81,0.81,"20230906","20230920","20230727",Quarterly
