"bse_dt","tck_iem_cd","ifw_ofw_dit_cd","ifw_ofw_tck_cd","ifw_ofw_amt_wht_rt","ifw_ofw_rnk"
"20240719",AAPL        ,"02",INTC        ,8.68,5
"20240719",AAPL        ,"02",IONQ        ,8.89,4
"20240719",AAPL        ,"02",ARKK        ,9.19,3
"20240719",AAPL        ,"02",ASML        ,11.50,2
"20240719",AAPL        ,"02",NVDL        ,24.72,1
"20240624",AAPL        ,"02",NVDA        ,41.23,1
"20240802",AAPL        ,"02",NVDL        ,2.17,5
"20240531",AAPL        ,"02",ONON        ,84.78,1
"20240531",AAPL        ,"02",ASML        ,7.85,2
"20240710",AAPL        ,"02",AMD         ,51.46,1
"20240710",AAPL        ,"02",SOXL        ,18.41,2
"20240607",AAPL        ,"02",FSLR        ,6.66,5
"20240607",AAPL        ,"02",BITX        ,6.73,4
"20240607",AAPL        ,"02",COST        ,7.46,3
"20240717",AAPL        ,"02",ALB         ,39.92,1
"20240717",AAPL        ,"02",V           ,9.64,2
"20240717",AAPL        ,"02",TSLA        ,8.85,3
"20240717",AAPL        ,"02",ASML        ,7.79,4
"20240717",AAPL        ,"02",COIN        ,6.51,5
"20240607",AAPL        ,"02",NVDA        ,26.79,2
"20240607",AAPL        ,"02",AMZN        ,31.54,1
"20240531",AAPL        ,"02",SOXL        ,2.19,3
"20240531",AAPL        ,"02",O           ,1.43,4
"20240531",AAPL        ,"02",MSFT        ,1.01,5
"20240710",AAPL        ,"02",ASML        ,4.34,5
"20240612",AAPL        ,"02",NVDA        ,49.15,1
"20240612",AAPL        ,"02",ASML        ,9.34,2
"20240620",AAPL        ,"02",MU          ,34.53,1
"20240620",AAPL        ,"02",GOOGL       ,26.48,2
"20240612",AAPL        ,"02",QCOM        ,8.55,3
"20240710",AAPL        ,"02",MSFT        ,5.64,4
"20240710",AAPL        ,"02",LLY         ,7.63,3
"20240712",AAPL        ,"01",SOXL        ,4.82,3
"20240712",AAPL        ,"01",INTC        ,3.62,5
"20240702",AAPL        ,"01",BE          ,1.79,5
"20240702",AAPL        ,"01",U           ,2.18,4
"20240702",AAPL        ,"01",AMD         ,3.63,3
"20240702",AAPL        ,"01",MSFT        ,27.97,2
"20240702",AAPL        ,"01",TSLA        ,58.83,1
"20240715",AAPL        ,"01",IONQ        ,26.16,1
"20240715",AAPL        ,"01",TSM         ,18.80,2
"20240715",AAPL        ,"01",TMDX        ,8.07,3
"20240715",AAPL        ,"01",GRND        ,7.47,4
"20240715",AAPL        ,"01",TSLA        ,7.12,5
"20240703",AAPL        ,"01",LLY         ,12.91,2
"20240703",AAPL        ,"01",BLBD        ,5.57,3
"20240703",AAPL        ,"01",GOOGL       ,3.23,4
"20240703",AAPL        ,"01",IWM         ,1.42,5
"20240716",AAPL        ,"01",MU          ,24.35,1
"20240716",AAPL        ,"01",DJT         ,12.16,2
"20240716",AAPL        ,"01",GOOGL       ,7.76,3
"20240716",AAPL        ,"01",NKE         ,7.63,4
"20240716",AAPL        ,"01",CEG         ,5.94,5
"20240709",AAPL        ,"01",TSLA        ,9.16,4
"20240718",AAPL        ,"01",VST         ,19.00,1
"20240718",AAPL        ,"01",MSFT        ,16.20,2
"20240718",AAPL        ,"01",TSLA        ,12.32,3
"20240718",AAPL        ,"01",NVDA        ,7.15,4
"20240718",AAPL        ,"01",INTC        ,6.78,5
"20240625",AAPL        ,"01",AMD         ,4.81,5
"20240625",AAPL        ,"01",NVDL        ,5.25,4
"20240625",AAPL        ,"01",TSLA        ,6.33,3
"20240625",AAPL        ,"01",QCOM        ,13.69,2
"20240625",AAPL        ,"01",NVDA        ,61.70,1
"20240709",AAPL        ,"01",NVDX        ,7.97,5
"20240619",AAPL        ,"01",TSM         ,2.43,5
"20240619",AAPL        ,"01",NVDL        ,8.76,4
"20240619",AAPL        ,"01",NVDA        ,10.47,3
"20240619",AAPL        ,"01",AMD         ,18.45,2
"20240619",AAPL        ,"01",MSFT        ,52.23,1
"20240529",AAPL        ,"01",KR          ,40.30,1
"20240529",AAPL        ,"01",NVDA        ,32.39,2
"20240529",AAPL        ,"01",KMI         ,8.29,3
"20240529",AAPL        ,"01",UVXY        ,4.34,4
"20240529",AAPL        ,"01",MCHP        ,4.27,5
"20240726",AAPL        ,"01",NVDA        ,64.71,1
"20240726",AAPL        ,"01",DXCM        ,15.29,2
"20240726",AAPL        ,"01",SKYW        ,9.46,3
"20240726",AAPL        ,"01",GLW         ,6.25,4
"20240726",AAPL        ,"01",TSLA        ,3.07,5
"20240618",AAPL        ,"01",NVDA        ,2.66,5
"20240618",AAPL        ,"01",AMZN        ,2.97,4
"20240618",AAPL        ,"01",CRM         ,3.75,3
"20240618",AAPL        ,"01",TSLA        ,6.47,2
"20240618",AAPL        ,"01",NVDL        ,75.90,1
"20240711",AAPL        ,"01",TSLA        ,6.94,5
"20240711",AAPL        ,"01",AMD         ,8.52,4
"20240711",AAPL        ,"01",QCOM        ,9.46,3
"20240730",AAPL        ,"01",ARM         ,66.37,1
"20240730",AAPL        ,"01",MCD         ,11.22,2
"20240730",AAPL        ,"01",NVDA        ,9.74,3
"20240730",AAPL        ,"01",AMZN        ,4.06,4
"20240730",AAPL        ,"01",SBUX        ,3.85,5
"20240711",AAPL        ,"01",MSFT        ,16.57,2
"20240711",AAPL        ,"01",SOXL        ,16.91,1
"20240731",AAPL        ,"01",LMT         ,19.67,1
"20240731",AAPL        ,"01",IWM         ,16.53,2
"20240731",AAPL        ,"01",PLTR        ,14.74,3
"20240731",AAPL        ,"01",ELF         ,11.58,4
"20240731",AAPL        ,"01",SBUX        ,10.09,5
"20240712",AAPL        ,"01",MSFT        ,4.82,4
"20240613",AAPL        ,"01",JNJ         ,2.67,5
"20240613",AAPL        ,"01",AMZN        ,2.72,4
"20240613",AAPL        ,"01",GOOGL       ,13.26,3
"20240613",AAPL        ,"01",TSLA        ,24.60,2
"20240613",AAPL        ,"01",SOXL        ,30.64,1
"20240806",AAPL        ,"01",NVDL        ,49.36,1
"20240806",AAPL        ,"01",TQQQ        ,21.95,2
"20240806",AAPL        ,"01",TSM         ,6.00,3
"20240806",AAPL        ,"01",QLD         ,5.77,4
"20240806",AAPL        ,"01",QCOM        ,5.31,5
"20240807",AAPL        ,"01",LMT         ,72.18,1
"20240807",AAPL        ,"01",SQQQ        ,8.80,2
"20240807",AAPL        ,"01",AMZN        ,8.52,3
"20240807",AAPL        ,"01",UPST        ,7.56,4
"20240807",AAPL        ,"01",SOXS        ,1.84,5
"20240812",AAPL        ,"01",GOOGL       ,93.02,1
"20240812",AAPL        ,"01",FNGD        ,5.78,2
"20240812",AAPL        ,"01",NVO         ,1.21,3
"20240813",AAPL        ,"01",NVDA        ,62.10,1
"20240813",AAPL        ,"01",TQQQ        ,19.08,2
"20240813",AAPL        ,"01",SOXL        ,6.28,3
"20240813",AAPL        ,"01",MSFT        ,4.19,4
"20240813",AAPL        ,"01",SCHW        ,3.35,5
"20240816",AAPL        ,"01",SOXL        ,22.31,1
"20240816",AAPL        ,"01",COST        ,16.45,2
"20240816",AAPL        ,"01",LLY         ,12.95,3
"20240816",AAPL        ,"01",TMF         ,10.90,4
"20240816",AAPL        ,"01",O           ,8.60,5
"20240605",AAPL        ,"01",VZ          ,0.25,5
"20240605",AAPL        ,"01",SOLV        ,0.71,4
"20240605",AAPL        ,"01",TSLA        ,1.10,3
"20240605",AAPL        ,"01",LLY         ,15.50,2
"20240605",AAPL        ,"01",MSFT        ,82.25,1
"20240604",AAPL        ,"01",DELL        ,6.61,5
"20240604",AAPL        ,"01",SPY         ,8.32,4
"20240604",AAPL        ,"01",BNKU        ,12.42,3
"20240604",AAPL        ,"01",SMR         ,33.34,2
"20240604",AAPL        ,"01",MSFT        ,39.31,1
"20240820",AAPL        ,"01",TSLL        ,52.46,1
"20240820",AAPL        ,"01",VOO         ,42.89,2
"20240820",AAPL        ,"01",GME         ,3.77,3
"20240820",AAPL        ,"01",INTC        ,0.88,4
"20240821",AAPL        ,"01",TSLA        ,56.83,1
"20240827",AAPL        ,"01",SOXL        ,2.28,4
"20240827",AAPL        ,"01",TSM         ,2.42,3
"20240603",AAPL        ,"01",MSFT        ,100.00,1
"20240821",AAPL        ,"01",QQQM        ,29.26,2
"20240827",AAPL        ,"01",CRWD        ,7.66,2
"20240827",AAPL        ,"01",MSFT        ,87.64,1
"20240821",AAPL        ,"01",WBTN        ,8.77,3
"20240821",AAPL        ,"01",GOOGL       ,4.48,4
"20240821",AAPL        ,"01",CSCO        ,0.67,5
"20240709",AAPL        ,"01",NVDA        ,31.30,1
"20240709",AAPL        ,"01",MU          ,15.62,2
"20240709",AAPL        ,"01",NVDL        ,11.96,3
"20240823",AAPL        ,"01",TSLA        ,28.92,1
"20240823",AAPL        ,"01",MSFT        ,24.53,2
"20240823",AAPL        ,"01",AMZN        ,23.75,3
"20240823",AAPL        ,"01",GOOGL       ,22.64,4
"20240823",AAPL        ,"01",KO          ,0.16,5
"20240703",AAPL        ,"01",CRWD        ,76.13,1
"20240712",AAPL        ,"01",NVDA        ,70.01,1
"20240712",AAPL        ,"01",TSLA        ,6.35,2
"20240611",AAPL        ,"01",MRVL        ,8.24,5
"20240723",AAPL        ,"01",TSLA        ,6.31,5
"20240528",AAPL        ,"01",SMCI        ,70.44,1
"20240621",AAPL        ,"01",LULU        ,6.56,5
"20240805",AAPL        ,"01",BOTZ        ,19.44,1
"20240723",AAPL        ,"01",WBTN        ,43.04,1
"20240723",AAPL        ,"01",NVDA        ,17.12,2
"20240805",AAPL        ,"01",IVV         ,16.77,2
"20240708",AAPL        ,"01",SPY         ,61.13,1
"20240724",AAPL        ,"01",GOOGL       ,42.24,1
"20240805",AAPL        ,"01",SOXL        ,11.05,3
"20240805",AAPL        ,"01",QCOM        ,10.07,4
"20240710",AAPL        ,"01",PFE         ,22.58,1
"20240710",AAPL        ,"01",QCOM        ,15.97,2
"20240628",AAPL        ,"01",TSLA        ,10.57,5
"20240528",AAPL        ,"01",SOXL        ,2.05,3
"20240701",AAPL        ,"01",NVDA        ,38.83,1
"20240528",AAPL        ,"01",MSFT        ,25.71,2
"20240701",AAPL        ,"01",AVGO        ,18.75,2
"20240701",AAPL        ,"01",SOXL        ,15.89,3
"20240701",AAPL        ,"01",NVO         ,8.54,4
"20240701",AAPL        ,"01",BULZ        ,7.72,5
"20240628",AAPL        ,"01",SOXL        ,12.78,4
"20240729",AAPL        ,"01",TSLA        ,53.17,1
"20240729",AAPL        ,"01",BITU        ,22.59,2
"20240729",AAPL        ,"01",SOUN        ,9.80,3
"20240729",AAPL        ,"01",GE          ,6.21,4
"20240729",AAPL        ,"01",LLY         ,6.19,5
"20240628",AAPL        ,"01",NVDA        ,13.61,3
"20240628",AAPL        ,"01",GDHG        ,15.17,2
"20240628",AAPL        ,"01",TQQQ        ,28.06,1
"20240710",AAPL        ,"01",AMZN        ,12.09,3
"20240710",AAPL        ,"01",TMF         ,10.15,4
"20240710",AAPL        ,"01",UBER        ,7.20,5
"20240802",AAPL        ,"01",MCD         ,10.10,4
"20240802",AAPL        ,"01",GOOGL       ,9.66,5
"20240627",AAPL        ,"01",NXT         ,24.32,2
"20240627",AAPL        ,"01",FSLR        ,25.15,1
"20240809",AAPL        ,"01",AMZN        ,19.68,1
"20240725",AAPL        ,"01",PG          ,30.64,1
"20240704",AAPL        ,"01",NVDL        ,45.31,1
"20240704",AAPL        ,"01",TSLA        ,32.12,2
"20240704",AAPL        ,"01",SOXL        ,11.43,3
"20240704",AAPL        ,"01",MSTR        ,8.73,4
"20240704",AAPL        ,"01",NVO         ,0.95,5
"20240826",AAPL        ,"01",USD         ,17.55,2
"20240725",AAPL        ,"01",SQQQ        ,24.24,2
"20240814",AAPL        ,"01",SOXL        ,73.42,1
"20240814",AAPL        ,"01",NVDA        ,19.29,2
"20240814",AAPL        ,"01",TSM         ,3.71,3
"20240814",AAPL        ,"01",MSFT        ,3.00,4
"20240725",AAPL        ,"01",TSM         ,14.88,3
"20240725",AAPL        ,"01",TSLA        ,13.04,4
"20240725",AAPL        ,"01",AVGO        ,3.84,5
"20240819",AAPL        ,"01",SOXL        ,26.53,1
"20240819",AAPL        ,"01",TSLA        ,13.91,2
"20240819",AAPL        ,"01",NVDX        ,13.28,3
"20240819",AAPL        ,"01",MSFT        ,10.52,4
"20240723",AAPL        ,"01",NEE         ,7.60,3
"20240814",AAPL        ,"01",CCJ         ,0.58,5
"20240819",AAPL        ,"01",AMD         ,8.10,5
"20240724",AAPL        ,"01",SOXL        ,26.42,2
"20240530",AAPL        ,"01",SMH         ,59.46,1
"20240530",AAPL        ,"01",NVDA        ,20.33,2
"20240610",AAPL        ,"01",AMD         ,51.72,1
"20240610",AAPL        ,"01",TAN         ,26.00,2
"20240610",AAPL        ,"01",NVDL        ,20.30,3
"20240610",AAPL        ,"01",CHWY        ,0.98,4
"20240610",AAPL        ,"01",RBLX        ,0.81,5
"20240626",AAPL        ,"01",TSLA        ,36.51,1
"20240607",AAPL        ,"01",TQQQ        ,4.79,5
"20240607",AAPL        ,"01",NVDA        ,8.76,4
"20240626",AAPL        ,"01",SYM         ,25.30,2
"20240626",AAPL        ,"01",QCOM        ,13.74,3
"20240626",AAPL        ,"01",CONL        ,7.47,4
"20240626",AAPL        ,"01",YINN        ,7.10,5
"20240826",AAPL        ,"01",WMT         ,10.84,3
"20240530",AAPL        ,"01",FSLR        ,6.67,3
"20240530",AAPL        ,"01",TSLA        ,5.26,4
"20240530",AAPL        ,"01",SBUX        ,4.61,5
"20240724",AAPL        ,"01",SOUN        ,11.92,3
"20240826",AAPL        ,"01",YMAG        ,65.45,1
"20240802",AAPL        ,"01",TOP         ,13.88,3
"20240627",AAPL        ,"01",NVDQ        ,6.79,5
"20240627",AAPL        ,"01",CVX         ,7.76,4
"20240612",AAPL        ,"01",UPRO        ,2.04,5
"20240612",AAPL        ,"01",SOXL        ,2.50,4
"20240607",AAPL        ,"01",SOXL        ,16.54,3
"20240612",AAPL        ,"01",TQQQ        ,8.04,3
"20240607",AAPL        ,"01",META        ,24.41,2
"20240528",AAPL        ,"01",GOOGL       ,0.70,5
"20240528",AAPL        ,"01",FSLR        ,1.10,4
"20240612",AAPL        ,"01",TSLA        ,25.44,2
"20240801",AAPL        ,"01",TSLA        ,2.51,5
"20240801",AAPL        ,"01",GOOGL       ,2.88,4
"20240801",AAPL        ,"01",MSFT        ,6.19,3
"20240801",AAPL        ,"01",ELF         ,38.95,2
"20240705",AAPL        ,"01",SOXL        ,6.62,5
"20240705",AAPL        ,"01",QLD         ,6.70,4
"20240705",AAPL        ,"01",LLY         ,16.42,3
"20240705",AAPL        ,"01",NVDA        ,19.93,2
"20240531",AAPL        ,"01",RIVN        ,8.85,5
"20240531",AAPL        ,"01",PLTR        ,11.55,4
"20240531",AAPL        ,"01",NVDA        ,13.26,3
"20240607",AAPL        ,"01",MSFT        ,38.82,1
"20240614",AAPL        ,"01",NVDL        ,5.90,5
"20240705",AAPL        ,"01",SOXX        ,46.48,1
"20240612",AAPL        ,"01",NVDA        ,51.11,1
"20240808",AAPL        ,"01",FSLR        ,3.38,5
"20240808",AAPL        ,"01",SO          ,3.68,4
"20240808",AAPL        ,"01",GOOG        ,3.87,3
"20240808",AAPL        ,"01",VST         ,4.06,2
"20240808",AAPL        ,"01",JEPI        ,66.84,1
"20240614",AAPL        ,"01",TSLA        ,6.26,4
"20240614",AAPL        ,"01",TSM         ,7.86,3
"20240614",AAPL        ,"01",SMCI        ,14.08,2
"20240801",AAPL        ,"01",KO          ,44.99,1
"20240531",AAPL        ,"01",SMCI        ,26.67,2
"20240531",AAPL        ,"01",META        ,27.39,1
"20240614",AAPL        ,"01",NVDA        ,16.05,1
"20240809",AAPL        ,"01",MSFT        ,19.27,2
"20240809",AAPL        ,"01",SOXS        ,15.78,3
"20240809",AAPL        ,"01",LLY         ,13.07,4
"20240809",AAPL        ,"01",JPM         ,12.11,5
"20240802",AAPL        ,"01",QLD         ,14.53,1
"20240826",AAPL        ,"01",BITX        ,2.83,4
"20240621",AAPL        ,"01",GOOGL       ,22.01,1
"20240826",AAPL        ,"01",NVDL        ,2.19,5
"20240627",AAPL        ,"01",MCK         ,14.80,3
"20240624",AAPL        ,"01",NVDA        ,29.75,1
"20240719",AAPL        ,"01",CSCO        ,8.99,3
"20240802",AAPL        ,"01",O           ,14.33,2
"20240719",AAPL        ,"01",NVDA        ,17.13,2
"20240624",AAPL        ,"01",AMZN        ,18.31,2
"20240708",AAPL        ,"01",MU          ,12.38,2
"20240624",AAPL        ,"01",AMGN        ,12.34,3
"20240624",AAPL        ,"01",MSFT        ,7.60,4
"20240624",AAPL        ,"01",MCD         ,7.22,5
"20240708",AAPL        ,"01",CMG         ,6.97,3
"20240708",AAPL        ,"01",META        ,4.61,4
"20240708",AAPL        ,"01",AMD         ,4.08,5
"20240805",AAPL        ,"01",DLR         ,9.35,5
"20240719",AAPL        ,"01",QCOM        ,7.03,4
"20240719",AAPL        ,"01",TSLA        ,6.63,5
"20240724",AAPL        ,"01",META        ,4.39,5
"20240722",AAPL        ,"01",TSLT        ,5.59,5
"20240722",AAPL        ,"01",CRSP        ,8.11,4
"20240722",AAPL        ,"01",AMD         ,10.68,3
"20240722",AAPL        ,"01",META        ,13.57,2
"20240617",AAPL        ,"01",QCOM        ,24.95,1
"20240617",AAPL        ,"01",SPY         ,24.85,2
"20240722",AAPL        ,"01",ASML        ,41.02,1
"20240724",AAPL        ,"01",CCJ         ,7.60,4
"20240723",AAPL        ,"01",SOXL        ,7.07,4
"20240719",AAPL        ,"01",MSFT        ,27.38,1
"20240617",AAPL        ,"01",CONL        ,9.89,3
"20240617",AAPL        ,"01",NVDA        ,8.17,4
"20240617",AAPL        ,"01",TSLA        ,7.32,5
"20240611",AAPL        ,"01",TQQQ        ,27.12,1
"20240611",AAPL        ,"01",AMD         ,16.96,2
"20240611",AAPL        ,"01",MRK         ,15.84,3
"20240620",AAPL        ,"01",PEP         ,0.60,5
"20240620",AAPL        ,"01",ARM         ,1.58,4
"20240620",AAPL        ,"01",BRK.B       ,3.69,3
"20240620",AAPL        ,"01",NVDA        ,6.50,2
"20240620",AAPL        ,"01",GOOGL       ,87.13,1
"20240611",AAPL        ,"01",GOOGL       ,12.34,4
"20240717",AAPL        ,"01",NVDA        ,36.71,1
"20240717",AAPL        ,"01",META        ,10.66,2
"20240621",AAPL        ,"01",QCOM        ,13.32,2
"20240717",AAPL        ,"01",PLTR        ,6.65,3
"20240717",AAPL        ,"01",AMGN        ,5.44,4
"20240717",AAPL        ,"01",AVGO        ,4.28,5
"20240621",AAPL        ,"01",AVGO        ,11.33,3
"20240621",AAPL        ,"01",JEPQ        ,10.55,4
"20240827",AAPU        ,"02",AA          ,7.94,3
"20240827",AAPU        ,"02",LULU        ,62.41,1
"20240711",AAPU        ,"02",IONQ        ,13.15,2
"20240711",AAPU        ,"02",PILL        ,5.34,3
"20240730",AAPU        ,"02",BITX        ,11.43,3
"20240731",AAPU        ,"02",CCJ         ,1.54,5
"20240709",AAPU        ,"02",CB          ,44.87,1
"20240709",AAPU        ,"02",CAVA        ,33.61,2
"20240709",AAPU        ,"02",SBUX        ,16.53,3
"20240709",AAPU        ,"02",BITO        ,2.63,4
"20240709",AAPU        ,"02",O           ,2.36,5
"20240820",AAPU        ,"02",MSTY        ,100.00,1
"20240711",AAPU        ,"02",COHR        ,3.97,4
"20240711",AAPU        ,"02",SMR         ,0.70,5
"20240718",AAPU        ,"02",TSLL        ,63.70,1
"20240718",AAPU        ,"02",YINN        ,36.30,2
"20240603",AAPU        ,"02",GUSH        ,7.87,5
"20240816",AAPU        ,"02",BITX        ,63.86,1
"20240603",AAPU        ,"02",UPRO        ,14.21,4
"20240603",AAPU        ,"02",SSO         ,15.73,3
"20240603",AAPU        ,"02",QLD         ,18.05,2
"20240603",AAPU        ,"02",MSFU        ,44.14,1
"20240613",AAPU        ,"02",TSLL        ,100.00,1
"20240816",AAPU        ,"02",XDTE        ,19.83,2
"20240712",AAPU        ,"02",TSLT        ,9.46,5
"20240712",AAPU        ,"02",TNA         ,11.45,4
"20240712",AAPU        ,"02",NVDL        ,17.58,3
"20240712",AAPU        ,"02",TSLA        ,19.31,2
"20240816",AAPU        ,"02",QDTE        ,16.31,3
"20240619",AAPU        ,"02",AMZN        ,100.00,1
"20240712",AAPU        ,"02",IWM         ,42.19,1
"20240827",AAPU        ,"02",OXY         ,29.65,2
"20240715",AAPU        ,"02",ABBV        ,9.20,5
"20240715",AAPU        ,"02",RXRX        ,11.29,4
"20240715",AAPU        ,"02",TSLQ        ,11.76,3
"20240715",AAPU        ,"02",Z           ,13.59,2
"20240715",AAPU        ,"02",YINN        ,17.56,1
"20240807",AAPU        ,"02",TSLL        ,100.00,1
"20240806",AAPU        ,"02",MSFT        ,100.00,1
"20240812",AAPU        ,"02",SOXS        ,100.00,1
